Company,Inches,Cpu,Ram(in GB),Memory(in GB),Gpu,OpSys,Weight,Price_euros
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,1.9,825
HP,15.6,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows 10,2.04,685
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,32,1024,Nvidia GeForce GTX 1070,Windows 10,4.42,3149
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,6,256,Nvidia GeForce 920MX,Windows 10,2.4,695
Dell,13.3,Intel Core i7 7Y75 1.3GHz,16,512,Intel HD Graphics 615,Windows 10,1.22,1899
Dell,14,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,1.5,1962.98
Dell,17.3,Intel Core i7 6700HQ 2.6GHz,32,1024,Nvidia GeForce GTX 1070,Windows 10,4.42,2800
Toshiba,14,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.95,1180
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,2.73,2049.9
HP,15.6,Intel Core i5 7200U 2.70GHz,8,1024,Nvidia GeForce 930MX,Windows 10,2.04,979
Lenovo,14,Intel Core i5 6200U 2.3GHz,4,1024,Intel HD Graphics 520,Windows 7,1.7,1002
Asus,15.6,Intel Core i7 7500U 2.7GHz,16,1024,Nvidia GeForce GTX 950M,Windows 10,2.3,1799
HP,15.6,Intel Core i7 7500U 2.7GHz,6,1024,Intel HD Graphics 620,Windows 10,2.04,579
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,1749
Dell,15.6,Intel Core i7 7500U 2.7GHz,12,512,Intel HD Graphics 620,Windows 10,2.19,1299
Toshiba,13.3,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 7,1.2,1195
Lenovo,15.6,AMD A12-Series 9720P 3.6GHz,6,256,AMD Radeon 530,Windows 10,2.2,549
Fujitsu,15.6,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows 10,2.3,649
Toshiba,14,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,1.75,915
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,500,AMD Radeon R5 M430,Windows 10,2.25,599
HP,15.6,Intel Core i5 7200U 2.5GHz,8,1024,Intel HD Graphics 620,Windows 10,2.04,806
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1060,Windows 10,2.5,1189
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,1024,AMD Radeon R7 M445,Windows 10,2.36,749
Dell,14,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620 ,Windows 10,1.6,1119
HP,12.5,Intel Core M 6Y75 1.2GHz,8,512,Intel HD Graphics 515,Windows 10,0.97,1908
HP,15.6,Intel Core i3 6006U 2GHz,4,1024,AMD Radeon 520,Windows 10,2.1,499
Lenovo,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,128,Intel HD Graphics 500,No OS,1.9,270.62
Lenovo,15.6,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,2.3,1349
Dell,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.68,889
Asus,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.4,1150
HP,13.3,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.11,1349
Acer,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,500,Intel HD Graphics 505,Windows 10,2.4,380
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1799
HP,14,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,1.48,2089
Acer,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.7,1260
HP,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.34,1189
Dell,15.6,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows 10,2.18,547
HP,14,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,1.64,779
Toshiba,13.3,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,1.2,1195
HP,14,Intel Core i5 6300U 2.4GHz,4,256,Intel HD Graphics 520,Windows 10,1.48,1099.99
HP,14,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.95,1205
HP,14,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 7,1.43,1449
HP,14,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 930MX,Windows 10,1.64,1049.26
HP,14,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows 10,1.64,684
Dell,15.6,Intel Core i5 7300HQ 2.5GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.65,949
HP,12.5,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,1.26,1539
HP,14,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.48,1590
HP,14,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.54,1887.21
HP,13.3,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows 10,1.49,800
Toshiba,13.3,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.5,1210
HP,15.6,Intel Core i3 7100U 2.4GHz,4,256,Intel HD Graphics 620,Windows 10,2.04,769.99
Lenovo,17.3,Intel Core i7 6820HQ 2.7GHz,16,512,Nvidia Quadro 3000M,Windows 7,2.4,2968
Toshiba,14,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.47,1490
HP,14,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.43,2229
Dell,15.6,Intel Core i3 6100U 2.3GHz,4,1024,Intel HD Graphics 520,Windows 10,2.08,795.99
Toshiba,13.3,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.2,1590
HP,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.11,1149
HP,14,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 930MX,Windows 10,1.64,1185.43
Dell,15.6,Intel Core i5 6300U 2.4GHz,8,500,Intel HD Graphics 520,Windows 10,2.09,1046.44
HP,12.5,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.26,1559
HP,14,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,2.31,1189
HP,14,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,1.95,1060
Dell,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.29,1624
HP,17.3,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 930MX,Windows 10,2.63,1080
HP,14,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,1.64,973
Acer,15.6,AMD A9-Series 9420 3GHz,6,1024,AMD Radeon R5,Windows 10,2.1,409
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.7,1191.8
HP,14,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.95,1195
HP,15.6,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.84,1228.99
HP,12.5,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.26,1349
HP,15.6,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,2.04,742
Toshiba,14,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,1.47,1725
Dell,15.6,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 7,2.09,1062.95
HP,14,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.64,1010.51
Lenovo,15.6,Intel Core i7 6500U 2.5GHz,4,256,Intel HD Graphics 520,Windows 10,1.8,847
Vero,14,Intel Atom X5-Z8350 1.44GHz,2,32,Intel HD Graphics 400,Windows 10,1.45,210.8
Toshiba,15.6,Intel Core i7 6500U 2.5GHz,16,256,Nvidia GeForce 930M,Windows 10,2.4,1425
Lenovo,15.6,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,2.3,1049.6
HP,14,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,1.54,1000
HP,15.6,Intel Core i5 6300U 2.4GHz,8,1024,Intel HD Graphics 520,Windows 10,1.84,2103.34
HP,14,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.43,1469
MSI,17.3,Intel Core i7 6820HK 2.7GHz,16,1024,Nvidia GeForce GTX 980M,Windows 10,3.78,1545.64
Lenovo,17.3,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 980M,Windows 10,4.6,2289.99
Asus,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16,Intel HD Graphics 400,Chrome OS,1.2,287.9
Lenovo,14,Intel Core i7 6600U 2.6GHz,16,256,Intel HD Graphics 520,Windows 7,1.1,2620
HP,15.6,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce 940MX,Windows 10,1.91,979
Dell,15.6,Intel Core i5 7200U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,2.3,1094
HP,15.6,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows 10,2.04,979
Dell,13.3,Intel Core i7 7500U 2.7GHz,16,1024,Intel HD Graphics 620,Windows 10,1.2,2254
HP,15.6,Intel Core i3 6100U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.31,705.15
HP,15.6,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,No OS,1.96,499
Acer,15.6,AMD A8-Series 7410 2.2GHz,8,1024,AMD Radeon R5,Windows 10,2.4,449
Dell,13.3,Intel Core i7 7500U 2.7GHz,12,256,Intel HD Graphics 620,Windows 10,1.6,1299
MSI,15.6,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,2.94,1819
HP,15.6,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,2.04,1070
Asus,17.3,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 965M,No OS,4,998
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,1024,Intel HD Graphics,Windows 10,2.25,559
Dell,15.6,Intel Core i7 7500U 2.7GHz,16,1024,AMD Radeon R7 M445,Windows 10,2.32,989.99
MSI,15.6,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,1.8,1929
Dell,13.3,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.29,1458
Asus,17.3,Intel Core i7 6820HK 2.7GHz,64,1024,Nvidia GeForce GTX 980 ,Windows 10,3.58,3975
Dell,13.3,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.62,798.01
Dell,15.6,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 970M,Windows 10,3.21,1329
Apple,12,Intel Core M 1.1GHz,8,256,Intel HD Graphics 515,Mac OS X,0.92,1300
Dell,15.6,Intel Core i3 6100U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.06,481.98
HP,15.6,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.31,1199
HP,12.5,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.26,1199
HP,13.3,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.49,1090
Lenovo,12.5,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.3,1713.49
Lenovo,17.3,Intel Core i5 6200U 2.3GHz,8,1024,AMD Radeon R5 M330,Windows 10,3,659
Lenovo,15.6,Intel Core i5 6300HQ 2.3GHz,4,1024,Nvidia GeForce GTX 950M,Windows 10,2.3,977
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1070,Windows 10,3.78,2499
Lenovo,15.6,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.1,540
HP,15.6,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 7,2.31,940
Lenovo,12.5,Intel Core M 6Y75 1.2GHz,8,512,Intel HD Graphics 515,Windows 10,0.99,1399
Lenovo,17.3,Intel Core i7 6820HK 2.7GHz,32,1024,Nvidia GeForce GTX 980M,Windows 10,4.6,3240
Lenovo,10.1,Intel Atom x5-Z8550 1.44GHz,4,64,Intel HD Graphics 400,Windows 10,0.69,646.27
HP,13.3,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,1.3,2049
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,2.18,750
HP,14,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 7,1.54,1030.99
HP,15.6,Intel Core i7 6500U 2.5GHz,8,256,AMD FirePro W4190M,Windows 7,1.9,1495
Lenovo,14,Intel Core i5 6200U 2.3GHz,8,180,Intel HD Graphics 520,Windows 7,1.7,1199
HP,13.3,Intel Pentium Dual Core 4405Y 1.5GHz,4,32,Intel HD Graphics 515,Chrome OS,1.29,615
Acer,15.6,AMD A8-Series 7410 2.2GHz,4,500,AMD Radeon R5,Windows 10,2.4,387
Dell,15.6,Intel Pentium Quad Core N3700 1.6GHz,4,500,Intel HD Graphics,Linux,2.2,393.49
HP,15.6,Intel Core i3 6006U 2GHz,4,1024,Intel HD Graphics 520,No OS,1.86,345.99
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1060,Windows 10,2.7,1599
Dell,13.3,Intel Core i5 8250U 1.6GHz,4,256,AMD Radeon 530,Windows 10,1.4,818.35
HP,12.5,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 7,2.4,1599
Acer,15.6,Intel Core i5 7200U 2.5GHz,8,1024,Nvidia GeForce GTX 950M,Windows 10,2.4,799
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,1024,AMD Radeon R7 M445,Windows 10,2.36,638.8
MSI,17.3,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia GeForce GTX 965M,Windows 10,2.6,1599
HP,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,1024,Intel HD Graphics 405,Windows 10,1.96,500
Asus,17.3,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 980M,Windows 10,4.3,2299
Dell,12.5,Intel Core i3 6100U 2.3GHz,4,500,Intel HD Graphics 520,Windows 7,1.5,1135.15
Dell,12.5,Intel Core i3 6100U 2.3GHz,4,128,Intel HD Graphics 520,Windows 7,1.5,1166.97
Acer,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4,16,Intel HD Graphics,Chrome OS,2.2,209
HP,17.3,Intel Core i7 6700HQ 2.6GHz,8,1024,AMD FirePro W6150M,Windows 7,3,2899
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1199
Dell,12.5,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.5,1413.1
MSI,17.3,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows 10,2.9,1511.19
Lenovo,15.6,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows 10,2.1,867
HP,15.6,AMD A6-Series 9220 2.5GHz,4,1024,AMD Radeon R4,Windows 10,2.1,398
Asus,15.6,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 960M,Windows 10,2.59,1339
HP,13.3,Intel Core M 6Y54 1.1GHz,8,256,Intel HD Graphics 515,Windows 10,1.16,1699
Dell,15.6,Intel Core i5 6200U 2.3GHz,4,500,AMD Radeon R5 M315,Windows 7,2.24,769.15
Lenovo,15.6,Intel Core i3 6006U 2.0GHz,4,128,Intel HD Graphics 520,Windows 10,2.1,429
HP,13.3,Intel Core i7 6500U 2.5GHz,8,512,Intel HD Graphics 520,Windows 10,1.16,1969
Lenovo,10.1,Intel Atom x5-Z8550 1.44GHz,4,64,Intel HD Graphics 400,Android,0.69,549
Dell,13.3,Intel Core i7 7560U 2.4GHz,8,256,Intel Iris Plus Graphics 640,Windows 10,1.23,1379
Lenovo,17.3,Intel Core i7 6820HK 2.7GHz,16,1024,Nvidia GeForce GTX 980M,Windows 10,4.6,2749.99
Razer,12.5,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.25,1029
Toshiba,13.3,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,1.05,2226
Asus,17.3,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows 10,3.52,1312.49
Vero,13.3,Intel Atom X5-Z8350 1.44GHz,4,32,Intel HD Graphics 400,Windows 10,1.35,196
HP,13.3,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.16,1690
HP,14,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.43,1513
Dell,15.6,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Linux,2.09,523.63
Asus,15.6,Intel Core i3 7100U 2.4GHz,4,1024,Intel HD Graphics 620,Windows 10,2,435
Lenovo,14,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.8,1669
Lenovo,10.1,Intel Atom x5-Z8550 1.44GHz,4,64,Intel HD Graphics 400,Windows 10,0.69,479
HP,12.5,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 7,1.26,1895
Lenovo,15.6,Intel Core i5 7300HQ 2.5GHz,8,1024,Nvidia GeForce GTX 1060,No OS,2.4,989
HP,17.3,Intel Core i5 6300HQ 2.3GHz,8,1024,Nvidia GeForce GTX 1060,Windows 10,3.35,1129
HP,15.6,Intel Core i7 7500U 2.7GHz,8,2048,Intel HD Graphics 620,Windows 10,2.04,629
Lenovo,14,Intel Core i7 6600U 2.6GHz,8,512,Nvidia Quadro M500M,Windows 7,1.8,2050.38
Asus,14,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,1.5,278
HP,15.6,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.84,752
Acer,15.6,Intel Core i5 7200U 2.5GHz,4,1024,Nvidia GeForce 940MX,Windows 10,2.23,616
Lenovo,15.6,Intel Core i7 6500U 2.5GHz,16,1024,AMD Radeon R7 M360,Windows 10,2.5,1099
HP,17.3,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M3000M,Windows 7,3,3949.4
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,1024,AMD Radeon R7 M445,Windows 10,2.5,784
MSI,17.3,Intel Core i7 6820HQ 2.7GHz,16,1024,Nvidia GeForce GTX 980M,Windows 10,3.78,2399
HP,15.6,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 7,1.88,2171.72
Lenovo,14,Intel Core i7 6600U 2.6GHz,16,512,Intel HD Graphics 520,Windows 10,2.8,2440
MSI,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.4,1142.8
HP,13.3,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 10,1.48,1629
HP,15.6,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows 7,2.59,2229
HP,13.3,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,1.48,1799
HP,15.6,Intel Core i7 6700HQ 2.6GHz,8,256,Nvidia Quadro M1000M,Windows 7,2,1899
HP,12.5,Intel Core i7 6500U 2.50GHz,8,256,Intel HD Graphics 520,Windows 7,1.26,2296.95
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 940MX,Windows 10,2.18,1009.9
HP,15.6,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,1.88,1579
Lenovo,14,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.27,2339
Lenovo,15.6,Intel Core i3 6006U 2.0GHz,4,1024,Intel HD Graphics 520,No OS,1.9,339
HP,15.6,AMD E-Series 7110 1.8GHz,4,500,AMD Radeon R2 Graphics,Windows 10,1.86,297
Lenovo,15.6,Intel Core i5 6200U 2.3GHz,8,1024,AMD Radeon R5 M330,No OS,2.32,599
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,1199
Dell,15.6,Intel Core i5 6300HQ 2.3GHz,8,256,Nvidia GeForce 960M,Windows 10,2.04,2250.68
HP,15.6,AMD A6-Series A6-9220 2.5GHz,4,256,AMD Radeon 520,Windows 10,1.91,478.89
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1492.8
Lenovo,14,Intel Core i7 6600U 2.6GHz,12,512,Intel HD Graphics 520,Windows 7,1.4,2299
Lenovo,15.6,Intel Core i5 6200U 2.3GHz,8,1024,AMD Radeon R5 M330,Windows 10,2.5,788.49
HP,13.3,Intel Core i7 6600U 2.6GHz,8,512,Intel HD Graphics 520,Windows 10,1.48,2041
Lenovo,14,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 7,1.7,1499
MSI,14,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 970M,Windows 10,1.7,1769
HP,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.62,899
Lenovo,15.6,Intel Core i3 6006U 2.0GHz,8,1024,Intel HD Graphics 520,Windows 10,2.2,459
HP,15.6,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,No OS,2.1,476.99
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1498
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.95,1390
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,1024,Nvidia GeForce 920MX ,Windows 10,2.2,468
HP,14,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Windows 10,1.44,249
MSI,15.6,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.2,839
HP,15.6,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.96,679
HP,15.6,Intel Core i7 8550U 1.8GHz,16,512,Intel UHD Graphics 620,Windows 10,2.1,1159
Asus,15.6,Intel Celeron Dual Core N3050 1.6GHz,4,500,Intel HD Graphics,Windows 10,2.2,369
Lenovo,15.6,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,No OS,2.1,398
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce 940MX,No OS,2.2,709
Asus,14,Intel Core i3 7100U 2.4GHz,4,256,Intel HD Graphics 620,Windows 10,2,769
Lenovo,15.6,Intel Core i7 6500U 2.5GHz,4,1024,Intel HD Graphics 520,Windows 7,2.32,825
Lenovo,15.6,Intel Core i7 6700HQ 2.6GHz,16,512,Nvidia GeForce GTX 960,Windows 10,3.31,1305
MSI,15.6,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 970M,Windows 10,1.91,2153.37
HP,15.6,Intel Core i3 6100U 2.3GHz,4,500,Intel HD Graphics 520,Windows 10,2.07,650
Lenovo,14,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.36,1637
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,6,256,Nvidia GeForce 920M,Windows 10,1.54,831
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce GT 940MX,Linux,1.98,895.01
Acer,15.6,Intel Celeron Dual Core N3350 2GHz,4,500,Intel HD Graphics 500,Windows 10,2.1,333
HP,15.6,Intel Core i7 6700HQ 2.6GHz,6,1024,Nvidia GeForce GTX 960M,Windows 10,2.18,799
Asus,15.6,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows 10,2.591,909
Dell,15.6,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,2.09,1179
Acer,15.6,Intel Core i5 7200U 2.5GHz,4,256,Nvidia GeForce 940MX,Windows 10,2.23,691
Dell,13.3,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Linux,1.23,1099
Acer,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1070,Windows 10,4.2,2599
Lenovo,15.6,Intel Core i5 7300HQ 2.5GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.4,819
Samsung,12.3,Samsung Cortex A72&A53 2.0GHz,4,32,ARM Mali T860 MP4,Chrome OS,1.15,659
HP,15.6,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,1.86,485
Apple,12,Intel Core M 1.1GHz,8,256,Intel HD Graphics 5300,Mac OS X,0.92,1163
Dell,13.3,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.6,1199
HP,15.6,Intel Core i7 7700HQ 2.8GHz,12,1024,Nvidia GeForce GTX 1050,Windows 10,2.21,1327
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,1024,AMD Radeon R5 M430,No OS,1.9,368
Asus,17.3,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 980M,Windows 10,4.3,2150
Acer,15.6,Intel Celeron Dual Core N3350 2GHz,4,1024,Intel HD Graphics 500,Linux,2.1,272
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,2.43,2048.9
Dell,15.6,Intel Core i3 6006U 2.0GHz,4,128,AMD Radeon R7 M440,Windows 10,2.3,499
Lenovo,15.6,Intel Core i7 6500U 2.5GHz,8,500,Nvidia GeForce 920MX,No OS,2.2,629
Dell,15.6,Intel Core i7 8550U 1.8GHz,16,512,Intel UHD Graphics 620,Windows 10,2,1285
Dell,13.3,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,1.2,2680
Asus,15.6,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 1060,Windows 10,2.2,1169
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R7 M445,Windows 10,2.36,889
HP,15.6,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.91,579
Lenovo,15.6,AMD E-Series 9000 2.2GHz,4,500,AMD Radeon R2 Graphics,Windows 10,2.2,299
